naics	susb_statenaics_firms	yr	state
48	401	2013	KY
51	186	2013	KY
52	390	2013	KY
53	208	2013	KY
54	430	2013	KY
55	371	2013	KY
56	438	2013	KY
61	119	2013	KY
62	654	2013	KY
71	96	2013	KY
72	672	2013	KY
81	291	2013	KY
11	15	2013	LA
21	255	2013	LA
22	26	2013	LA
23	410	2013	LA
31	561	2013	LA
42	808	2013	LA
44	755	2013	LA
48	430	2013	LA
51	148	2013	LA
52	374	2013	LA
53	261	2013	LA
54	531	2013	LA
55	372	2013	LA
56	488	2013	LA
61	222	2013	LA
62	938	2013	LA
71	87	2013	LA
72	675	2013	LA
81	355	2013	LA
11	14	2013	ME
21	2	2013	ME
22	17	2013	ME
23	63	2013	ME
31	241	2013	ME
42	295	2013	ME
44	356	2013	ME
48	114	2013	ME
51	102	2013	ME
52	172	2013	ME
53	67	2013	ME
54	199	2013	ME
55	135	2013	ME
56	160	2013	ME
61	66	2013	ME
62	334	2013	ME
71	39	2013	ME
72	199	2013	ME
81	104	2013	ME
11	5	2013	MD
21	16	2013	MD
22	27	2013	MD
23	596	2013	MD
31	509	2013	MD
42	866	2013	MD
44	919	2013	MD
48	432	2013	MD
51	297	2013	MD
52	507	2013	MD
53	345	2013	MD
54	1244	2013	MD
55	479	2013	MD
56	796	2013	MD
61	275	2013	MD
62	934	2013	MD
71	170	2013	MD
72	827	2013	MD
81	473	2013	MD
11	3	2013	MA
21	11	2013	MA
22	36	2013	MA
23	397	2013	MA
31	1066	2013	MA
42	1123	2013	MA
44	1019	2013	MA
48	451	2013	MA
51	478	2013	MA
52	718	2013	MA
53	302	2013	MA
54	1320	2013	MA
55	626	2013	MA
56	789	2013	MA
61	431	2013	MA
62	1215	2013	MA
71	231	2013	MA
72	910	2013	MA
81	413	2013	MA
11	16	2013	MI
21	51	2013	MI
22	36	2013	MI
23	373	2013	MI
31	1991	2013	MI
42	1361	2013	MI
44	1173	2013	MI
48	545	2013	MI
51	329	2013	MI
52	580	2013	MI
53	328	2013	MI
54	1137	2013	MI
55	861	2013	MI
56	967	2013	MI
61	258	2013	MI
62	1302	2013	MI
71	198	2013	MI
72	1091	2013	MI
81	535	2013	MI
11	19	2013	MN
21	21	2013	MN
22	47	2013	MN
23	336	2013	MN
31	1235	2013	MN
42	1146	2013	MN
44	1025	2013	MN
48	458	2013	MN
51	306	2013	MN
52	543	2013	MN
53	286	2013	MN
54	838	2013	MN
55	638	2013	MN
56	598	2013	MN
61	240	2013	MN
62	1177	2013	MN
71	152	2013	MN
72	818	2013	MN
81	422	2013	MN
11	20	2013	MS
21	57	2013	MS
22	36	2013	MS
23	147	2013	MS
31	549	2013	MS
42	530	2013	MS
44	539	2013	MS
48	282	2013	MS
51	100	2013	MS
52	253	2013	MS
53	122	2013	MS
54	252	2013	MS
55	213	2013	MS
56	264	2013	MS
61	97	2013	MS
62	422	2013	MS
71	45	2013	MS
72	370	2013	MS
81	175	2013	MS
11	12	2013	MO
21	36	2013	MO
22	39	2013	MO
23	388	2013	MO
31	976	2013	MO
42	1167	2013	MO
44	1058	2013	MO
48	475	2013	MO
51	238	2013	MO
52	585	2013	MO
53	301	2013	MO
54	755	2013	MO
55	645	2013	MO
56	595	2013	MO
61	230	2013	MO
62	1118	2013	MO
71	152	2013	MO
72	907	2013	MO
81	489	2013	MO
11	10	2013	MT
21	56	2013	MT
22	16	2013	MT
23	72	2013	MT
31	111	2013	MT
42	252	2013	MT
44	278	2013	MT
48	107	2013	MT
51	88	2013	MT
52	128	2013	MT
53	53	2013	MT
54	158	2013	MT
55	83	2013	MT
56	99	2013	MT
61	39	2013	MT
62	235	2013	MT
71	46	2013	MT
72	190	2013	MT
81	63	2013	MT
11	10	2013	NE
21	14	2013	NE
22	17	2013	NE
23	161	2013	NE
31	348	2013	NE
42	534	2013	NE
44	500	2013	NE
48	202	2013	NE
51	152	2013	NE
52	267	2013	NE
53	127	2013	NE
54	296	2013	NE
55	215	2013	NE
56	218	2013	NE
61	82	2013	NE
62	416	2013	NE
71	66	2013	NE
72	313	2013	NE
81	179	2013	NE
21	47	2013	NV
22	20	2013	NV
23	308	2013	NV
31	299	2013	NV
42	605	2013	NV
44	682	2013	NV
48	280	2013	NV
51	133	2013	NV
52	364	2013	NV
53	233	2013	NV
54	453	2013	NV
55	277	2013	NV
56	463	2013	NV
61	80	2013	NV
62	352	2013	NV
71	141	2013	NV
72	535	2013	NV
81	216	2013	NV
11	1	2013	NH
21	5	2013	NH
22	22	2013	NH
23	93	2013	NH
31	320	2013	NH
42	369	2013	NH
44	446	2013	NH
48	98	2013	NH
51	132	2013	NH
52	222	2013	NH
53	84	2013	NH
54	262	2013	NH
55	127	2013	NH
56	202	2013	NH
61	74	2013	NH
62	263	2013	NH
71	51	2013	NH
72	225	2013	NH
81	117	2013	NH
11	7	2013	NJ
21	16	2013	NJ
22	33	2013	NJ
23	442	2013	NJ
31	1164	2013	NJ
42	1612	2013	NJ
44	1100	2013	NJ
48	790	2013	NJ
51	337	2013	NJ
52	669	2013	NJ
53	330	2013	NJ
54	1489	2013	NJ
55	742	2013	NJ
56	953	2013	NJ
61	379	2013	NJ
62	1328	2013	NJ
71	292	2013	NJ
72	849	2013	NJ
81	528	2013	NJ
11	2	2013	NM
21	140	2013	NM
22	27	2013	NM
23	167	2013	NM
31	158	2013	NM
42	409	2013	NM
44	469	2013	NM
48	185	2013	NM
51	99	2013	NM
52	218	2013	NM
53	132	2013	NM
54	304	2013	NM
55	144	2013	NM
56	220	2013	NM
61	71	2013	NM
62	390	2013	NM
71	55	2013	NM
72	373	2013	NM
81	154	2013	NM
11	11	2013	NY
21	45	2013	NY
22	53	2013	NY
23	959	2013	NY
31	1853	2013	NY
42	2097	2013	NY
44	1914	2013	NY
48	1003	2013	NY
51	863	2013	NY
52	1306	2013	NY
53	680	2013	NY
54	2287	2013	NY
55	1403	2013	NY
56	1730	2013	NY
61	996	2013	NY
62	2940	2013	NY
71	608	2013	NY
72	2085	2013	NY
81	1108	2013	NY
11	19	2013	NC
21	26	2013	NC
22	52	2013	NC
23	588	2013	NC
31	1653	2013	NC
42	1433	2013	NC
44	1141	2013	NC
48	584	2013	NC
51	320	2013	NC
52	548	2013	NC
53	370	2013	NC
54	1126	2013	NC
55	806	2013	NC
56	893	2013	NC
61	282	2013	NC
62	1371	2013	NC
71	258	2013	NC
72	1114	2013	NC
81	542	2013	NC
11	4	2013	ND
21	110	2013	ND
22	19	2013	ND
23	95	2013	ND
31	128	2013	ND
42	326	2013	ND
44	292	2013	ND
48	134	2013	ND
51	70	2013	ND
52	120	2013	ND
53	74	2013	ND
54	143	2013	ND
55	69	2013	ND
56	103	2013	ND
61	32	2013	ND
62	174	2013	ND
71	30	2013	ND
72	176	2013	ND
81	71	2013	ND
11	12	2013	OH
21	77	2013	OH
22	34	2013	OH
23	558	2013	OH
31	2575	2013	OH
42	1802	2013	OH
44	1370	2013	OH
48	797	2013	OH
51	339	2013	OH
52	681	2013	OH
53	411	2013	OH
54	1277	2013	OH
55	1052	2013	OH
56	1126	2013	OH
61	391	2013	OH
62	1967	2013	OH
71	265	2013	OH
72	1412	2013	OH
81	711	2013	OH
11	8	2013	OK
21	238	2013	OK
22	50	2013	OK
23	263	2013	OK
31	616	2013	OK
42	747	2013	OK
44	691	2013	OK
48	332	2013	OK
51	156	2013	OK
52	375	2013	OK
53	212	2013	OK
54	419	2013	OK
55	353	2013	OK
56	443	2013	OK
61	91	2013	OK
62	753	2013	OK
71	105	2013	OK
72	519	2013	OK
81	275	2013	OK
11	55	2013	OR
21	13	2013	OR
22	29	2013	OR
23	227	2013	OR
31	742	2013	OR
42	860	2013	OR
44	746	2013	OR
48	351	2013	OR
51	218	2013	OR
52	381	2013	OR
53	226	2013	OR
54	570	2013	OR
55	397	2013	OR
56	427	2013	OR
61	143	2013	OR
62	634	2013	OR
71	106	2013	OR
72	495	2013	OR
81	260	2013	OR
11	14	2013	PA
21	152	2013	PA
22	67	2013	PA
23	714	2013	PA
31	2333	2013	PA
42	1830	2013	PA
44	1728	2013	PA
48	891	2013	PA
51	445	2013	PA
52	806	2013	PA
53	467	2013	PA
54	1568	2013	PA
55	1170	2013	PA
56	1146	2013	PA
61	589	2013	PA
62	2082	2013	PA
71	364	2013	PA
72	1352	2013	PA
81	795	2013	PA
21	1	2013	RI
22	5	2013	RI
23	47	2013	RI
31	211	2013	RI
42	265	2013	RI
44	336	2013	RI
48	71	2013	RI
51	70	2013	RI
52	171	2013	RI
53	77	2013	RI
54	198	2013	RI
55	105	2013	RI
56	171	2013	RI
61	64	2013	RI
62	296	2013	RI
71	44	2013	RI
72	179	2013	RI
81	95	2013	RI
11	17	2013	SC
21	15	2013	SC
22	32	2013	SC
23	258	2013	SC
31	866	2013	SC
42	722	2013	SC
44	745	2013	SC
48	389	2013	SC
51	177	2013	SC
52	355	2013	SC
53	261	2013	SC
54	505	2013	SC
55	347	2013	SC
56	491	2013	SC
61	129	2013	SC
62	614	2013	SC
71	138	2013	SC
72	718	2013	SC
81	340	2013	SC
11	4	2013	SD
21	12	2013	SD
22	17	2013	SD
23	61	2013	SD
31	204	2013	SD
42	290	2013	SD
44	319	2013	SD
48	93	2013	SD
51	73	2013	SD
52	145	2013	SD
53	58	2013	SD
54	116	2013	SD
55	111	2013	SD
56	99	2013	SD
61	38	2013	SD
62	195	2013	SD
71	37	2013	SD
72	182	2013	SD
81	72	2013	SD
11	11	2013	TN
21	33	2013	TN
22	34	2013	TN
23	412	2013	TN
31	1234	2013	TN
42	1143	2013	TN
44	925	2013	TN
48	567	2013	TN
51	251	2013	TN
52	583	2013	TN
53	304	2013	TN
54	679	2013	TN
55	635	2013	TN
56	707	2013	TN
61	212	2013	TN
62	913	2013	TN
71	145	2013	TN
72	836	2013	TN
81	471	2013	TN
11	40	2013	TX
21	716	2013	TX
22	141	2013	TX
23	1958	2013	TX
31	3002	2013	TX
42	3020	2013	TX
44	2123	2013	TX
48	1520	2013	TX
51	711	2013	TX
52	1379	2013	TX
53	904	2013	TX
54	2599	2013	TX
55	1946	2013	TX
56	2380	2013	TX
61	619	2013	TX
62	3066	2013	TX
71	404	2013	TX
72	2826	2013	TX
81	1541	2013	TX
11	3	2013	UT
21	81	2013	UT
22	13	2013	UT
23	243	2013	UT
31	514	2013	UT
42	676	2013	UT
44	581	2013	UT
48	252	2013	UT
51	216	2013	UT
52	323	2013	UT
53	159	2013	UT
54	526	2013	UT
55	257	2013	UT
56	377	2013	UT
61	108	2013	UT
62	344	2013	UT
71	78	2013	UT
72	357	2013	UT
81	174	2013	UT
11	2	2013	VT
21	7	2013	VT
22	12	2013	VT
23	40	2013	VT
31	154	2013	VT
42	185	2013	VT
44	272	2013	VT
48	51	2013	VT
51	70	2013	VT
52	115	2013	VT
53	42	2013	VT
54	110	2013	VT
55	56	2013	VT
56	86	2013	VT
61	51	2013	VT
62	159	2013	VT
71	21	2013	VT
72	114	2013	VT
81	53	2013	VT
11	16	2013	VA
21	51	2013	VA
22	43	2013	VA
23	640	2013	VA
31	874	2013	VA
42	978	2013	VA
44	1171	2013	VA
48	582	2013	VA
51	428	2013	VA
52	588	2013	VA
53	420	2013	VA
54	1745	2013	VA
55	667	2013	VA
56	961	2013	VA
61	307	2013	VA
62	1080	2013	VA
71	236	2013	VA
72	996	2013	VA
81	613	2013	VA
11	60	2013	WA
21	25	2013	WA
22	28	2013	WA
23	504	2013	WA
31	966	2013	WA
42	1231	2013	WA
44	1013	2013	WA
48	582	2013	WA
51	371	2013	WA
52	527	2013	WA
53	331	2013	WA
54	1060	2013	WA
55	558	2013	WA
56	564	2013	WA
61	221	2013	WA
62	919	2013	WA
71	238	2013	WA
72	667	2013	WA
81	435	2013	WA
11	3	2013	WV
21	106	2013	WV
22	18	2013	WV
23	114	2013	WV
31	257	2013	WV
42	330	2013	WV
44	408	2013	WV
48	130	2013	WV
51	82	2013	WV
52	160	2013	WV
53	80	2013	WV
54	250	2013	WV
55	129	2013	WV
56	178	2013	WV
61	39	2013	WV
62	388	2013	WV
71	47	2013	WV
72	313	2013	WV
81	123	2013	WV
11	14	2013	WI
21	27	2013	WI
22	25	2013	WI
23	261	2013	WI
31	1774	2013	WI
42	1057	2013	WI
44	1048	2013	WI
48	475	2013	WI
51	245	2013	WI
52	536	2013	WI
53	213	2013	WI
54	649	2013	WI
55	558	2013	WI
56	553	2013	WI
61	168	2013	WI
62	949	2013	WI
71	178	2013	WI
72	765	2013	WI
81	409	2013	WI
11	2	2013	WY
21	130	2013	WY
22	21	2013	WY
23	82	2013	WY
31	84	2013	WY
42	205	2013	WY
44	214	2013	WY
48	78	2013	WY
51	48	2013	WY
52	95	2013	WY
53	66	2013	WY
54	115	2013	WY
55	55	2013	WY
56	66	2013	WY
61	19	2013	WY
62	134	2013	WY
71	14	2013	WY
72	153	2013	WY
81	56	2013	WY
11	25	2014	AL
21	60	2014	AL
22	41	2014	AL
23	319	2014	AL
31	945	2014	AL
42	863	2014	AL
44	769	2014	AL
48	403	2014	AL
51	177	2014	AL
52	404	2014	AL
53	215	2014	AL
54	530	2014	AL
55	371	2014	AL
56	487	2014	AL
61	113	2014	AL
62	637	2014	AL
71	77	2014	AL
72	595	2014	AL
81	310	2014	AL
11	7	2014	AK
21	41	2014	AK
22	13	2014	AK
23	79	2014	AK
31	46	2014	AK
42	181	2014	AK
44	167	2014	AK
48	121	2014	AK
51	45	2014	AK
52	87	2014	AK
53	60	2014	AK
54	183	2014	AK
55	101	2014	AK
56	105	2014	AK
61	23	2014	AK
62	142	2014	AK
71	13	2014	AK
72	129	2014	AK
81	77	2014	AK
11	10	2014	AZ
21	36	2014	AZ
22	36	2014	AZ
23	588	2014	AZ
31	697	2014	AZ
42	996	2014	AZ
44	864	2014	AZ
48	453	2014	AZ
51	284	2014	AZ
52	551	2014	AZ
53	339	2014	AZ
54	873	2014	AZ
55	506	2014	AZ
56	789	2014	AZ
61	247	2014	AZ
62	843	2014	AZ
71	208	2014	AZ
72	910	2014	AZ
81	423	2014	AZ
99	1	2014	AZ
11	23	2014	AR
21	72	2014	AR
22	29	2014	AR
23	151	2014	AR
31	553	2014	AR
42	654	2014	AR
44	511	2014	AR
48	259	2014	AR
51	110	2014	AR
52	258	2014	AR
53	135	2014	AR
54	272	2014	AR
55	252	2014	AR
56	267	2014	AR
61	75	2014	AR
62	584	2014	AR
71	47	2014	AR
72	418	2014	AR
81	183	2014	AR
11	126	2014	CA
21	115	2014	CA
22	70	2014	CA
23	2166	2014	CA
31	4333	2014	CA
42	4015	2014	CA
44	3032	2014	CA
48	1618	2014	CA
51	1420	2014	CA
52	1552	2014	CA
53	1117	2014	CA
54	3999	2014	CA
55	2425	2014	CA
56	2718	2014	CA
61	1280	2014	CA
62	3690	2014	CA
71	968	2014	CA
72	4377	2014	CA
81	1819	2014	CA
11	12	2014	CO
21	175	2014	CO
22	44	2014	CO
23	534	2014	CO
31	639	2014	CO
42	1048	2014	CO
44	855	2014	CO
48	438	2014	CO
51	387	2014	CO
52	565	2014	CO
53	333	2014	CO
54	1129	2014	CO
55	558	2014	CO
56	724	2014	CO
61	237	2014	CO
62	728	2014	CO
71	178	2014	CO
72	877	2014	CO
81	451	2014	CO
21	9	2014	CT
22	28	2014	CT
23	188	2014	CT
31	677	2014	CT
42	686	2014	CT
44	735	2014	CT
48	239	2014	CT
51	226	2014	CT
52	475	2014	CT
53	164	2014	CT
54	564	2014	CT
55	399	2014	CT
56	405	2014	CT
61	181	2014	CT
62	786	2014	CT
71	137	2014	CT
72	430	2014	CT
81	227	2014	CT
21	4	2014	DE
22	15	2014	DE
23	102	2014	DE
31	118	2014	DE
42	236	2014	DE
44	413	2014	DE
48	103	2014	DE
51	71	2014	DE
52	269	2014	DE
53	124	2014	DE
54	260	2014	DE
55	367	2014	DE
56	185	2014	DE
61	52	2014	DE
62	221	2014	DE
71	41	2014	DE
72	192	2014	DE
81	89	2014	DE
21	3	2014	DC
22	26	2014	DC
23	59	2014	DC
31	9	2014	DC
42	103	2014	DC
44	230	2014	DC
48	58	2014	DC
51	179	2014	DC
52	210	2014	DC
53	134	2014	DC
54	770	2014	DC
55	140	2014	DC
56	242	2014	DC
61	143	2014	DC
62	227	2014	DC
71	43	2014	DC
72	311	2014	DC
81	465	2014	DC
11	36	2014	FL
21	38	2014	FL
22	58	2014	FL
23	1153	2014	FL
31	1352	2014	FL
42	1929	2014	FL
44	1846	2014	FL
48	888	2014	FL
51	503	2014	FL
52	1068	2014	FL
53	707	2014	FL
54	1954	2014	FL
55	1163	2014	FL
56	1748	2014	FL
61	571	2014	FL
62	1989	2014	FL
71	647	2014	FL
72	2401	2014	FL
81	963	2014	FL
99	1	2014	FL
11	32	2014	GA
21	29	2014	GA
22	59	2014	GA
23	618	2014	GA
31	1425	2014	GA
42	1716	2014	GA
44	1137	2014	GA
48	828	2014	GA
51	438	2014	GA
52	766	2014	GA
53	471	2014	GA
54	1302	2014	GA
55	857	2014	GA
56	1070	2014	GA
61	306	2014	GA
62	1070	2014	GA
71	192	2014	GA
72	1272	2014	GA
81	640	2014	GA
21	3	2014	HI
22	13	2014	HI
23	132	2014	HI
31	75	2014	HI
42	235	2014	HI
44	334	2014	HI
48	154	2014	HI
51	77	2014	HI
52	171	2014	HI
53	116	2014	HI
54	226	2014	HI
55	152	2014	HI
56	234	2014	HI
61	67	2014	HI
62	194	2014	HI
71	77	2014	HI
72	325	2014	HI
81	130	2014	HI
11	17	2014	ID
21	21	2014	ID
22	20	2014	ID
23	118	2014	ID
31	245	2014	ID
42	420	2014	ID
44	403	2014	ID
48	137	2014	ID
51	102	2014	ID
52	229	2014	ID
53	87	2014	ID
54	246	2014	ID
55	141	2014	ID
56	180	2014	ID
61	49	2014	ID
62	324	2014	ID
71	42	2014	ID
72	224	2014	ID
81	104	2014	ID
11	13	2014	IL
21	61	2014	IL
22	49	2014	IL
23	614	2014	IL
31	2373	2014	IL
42	2249	2014	IL
44	1668	2014	IL
48	1032	2014	IL
51	585	2014	IL
52	1150	2014	IL
53	525	2014	IL
54	1760	2014	IL
55	1200	2014	IL
56	1360	2014	IL
61	524	2014	IL
62	1875	2014	IL
71	322	2014	IL
72	1551	2014	IL
81	868	2014	IL
11	11	2014	IN
21	47	2014	IN
22	40	2014	IN
23	395	2014	IN
31	1752	2014	IN
42	1206	2014	IN
44	1006	2014	IN
48	622	2014	IN
51	224	2014	IN
52	508	2014	IN
53	288	2014	IN
54	645	2014	IN
55	531	2014	IN
56	621	2014	IN
61	193	2014	IN
62	1034	2014	IN
71	141	2014	IN
72	909	2014	IN
81	526	2014	IN
11	15	2014	IA
21	21	2014	IA
22	28	2014	IA
23	233	2014	IA
31	766	2014	IA
42	737	2014	IA
44	637	2014	IA
48	270	2014	IA
51	171	2014	IA
52	367	2014	IA
53	156	2014	IA
54	331	2014	IA
55	314	2014	IA
56	299	2014	IA
61	104	2014	IA
62	752	2014	IA
71	86	2014	IA
72	465	2014	IA
81	222	2014	IA
11	6	2014	KS
21	88	2014	KS
22	29	2014	KS
23	257	2014	KS
31	636	2014	KS
42	691	2014	KS
44	656	2014	KS
48	290	2014	KS
51	189	2014	KS
52	416	2014	KS
53	157	2014	KS
54	442	2014	KS
55	375	2014	KS
56	374	2014	KS
61	108	2014	KS
62	667	2014	KS
71	85	2014	KS
72	489	2014	KS
81	240	2014	KS
11	12	2014	KY
21	83	2014	KY
22	39	2014	KY
23	260	2014	KY
31	900	2014	KY
42	764	2014	KY
44	737	2014	KY
48	403	2014	KY
51	182	2014	KY
52	389	2014	KY
53	211	2014	KY
54	438	2014	KY
55	377	2014	KY
56	442	2014	KY
61	114	2014	KY
62	630	2014	KY
71	98	2014	KY
72	675	2014	KY
81	276	2014	KY
11	13	2014	LA
21	269	2014	LA
22	27	2014	LA
23	411	2014	LA
31	585	2014	LA
42	805	2014	LA
44	773	2014	LA
48	448	2014	LA
51	145	2014	LA
52	391	2014	LA
53	255	2014	LA
54	535	2014	LA
55	383	2014	LA
56	492	2014	LA
61	231	2014	LA
62	949	2014	LA
71	95	2014	LA
72	697	2014	LA
81	366	2014	LA
11	14	2014	ME
21	2	2014	ME
22	18	2014	ME
23	60	2014	ME
31	239	2014	ME
42	291	2014	ME
44	356	2014	ME
48	122	2014	ME
51	99	2014	ME
52	180	2014	ME
53	70	2014	ME
54	201	2014	ME
55	137	2014	ME
56	166	2014	ME
61	63	2014	ME
62	339	2014	ME
71	41	2014	ME
72	204	2014	ME
81	107	2014	ME
11	6	2014	MD
21	18	2014	MD
22	24	2014	MD
23	621	2014	MD
31	505	2014	MD
42	847	2014	MD
44	904	2014	MD
48	428	2014	MD
51	303	2014	MD
52	528	2014	MD
53	351	2014	MD
54	1246	2014	MD
55	495	2014	MD
56	782	2014	MD
61	273	2014	MD
62	932	2014	MD
71	174	2014	MD
72	828	2014	MD
81	467	2014	MD
11	3	2014	MA
21	10	2014	MA
22	37	2014	MA
23	414	2014	MA
31	1077	2014	MA
42	1113	2014	MA
44	1018	2014	MA
48	453	2014	MA
51	503	2014	MA
52	723	2014	MA
53	303	2014	MA
54	1371	2014	MA
55	621	2014	MA
56	799	2014	MA
61	437	2014	MA
62	1242	2014	MA
71	230	2014	MA
72	933	2014	MA
81	429	2014	MA
11	18	2014	MI
21	50	2014	MI
22	37	2014	MI
23	396	2014	MI
31	2030	2014	MI
42	1369	2014	MI
44	1195	2014	MI
48	562	2014	MI
51	335	2014	MI
52	605	2014	MI
53	337	2014	MI
54	1154	2014	MI
55	855	2014	MI
56	959	2014	MI
61	254	2014	MI
62	1294	2014	MI
71	201	2014	MI
72	1099	2014	MI
81	540	2014	MI
11	16	2014	MN
21	21	2014	MN
22	47	2014	MN
23	357	2014	MN
31	1249	2014	MN
42	1146	2014	MN
44	1001	2014	MN
48	449	2014	MN
51	310	2014	MN
52	566	2014	MN
53	293	2014	MN
54	854	2014	MN
55	649	2014	MN
56	586	2014	MN
61	243	2014	MN
62	1220	2014	MN
71	150	2014	MN
72	826	2014	MN
81	427	2014	MN
11	16	2014	MS
21	51	2014	MS
22	35	2014	MS
23	138	2014	MS
31	547	2014	MS
42	528	2014	MS
44	542	2014	MS
48	283	2014	MS
51	99	2014	MS
52	263	2014	MS
53	128	2014	MS
54	262	2014	MS
55	211	2014	MS
56	265	2014	MS
61	98	2014	MS
62	425	2014	MS
71	42	2014	MS
72	400	2014	MS
81	174	2014	MS
11	12	2014	MO
21	41	2014	MO
22	41	2014	MO
23	410	2014	MO
31	1005	2014	MO
42	1157	2014	MO
44	1064	2014	MO
48	487	2014	MO
51	250	2014	MO
52	593	2014	MO
53	308	2014	MO
54	748	2014	MO
55	636	2014	MO
56	617	2014	MO
61	221	2014	MO
62	1107	2014	MO
71	159	2014	MO
72	950	2014	MO
81	482	2014	MO
11	10	2014	MT
21	60	2014	MT
22	16	2014	MT
23	73	2014	MT
31	116	2014	MT
42	258	2014	MT
44	274	2014	MT
48	100	2014	MT
51	91	2014	MT
52	127	2014	MT
53	53	2014	MT
54	168	2014	MT
55	83	2014	MT
56	100	2014	MT
61	39	2014	MT
62	243	2014	MT
71	45	2014	MT
72	198	2014	MT
81	65	2014	MT
11	10	2014	NE
21	14	2014	NE
22	18	2014	NE
23	176	2014	NE
31	363	2014	NE
42	530	2014	NE
44	509	2014	NE
48	211	2014	NE
51	152	2014	NE
52	283	2014	NE
53	135	2014	NE
54	291	2014	NE
55	218	2014	NE
56	228	2014	NE
61	84	2014	NE
62	421	2014	NE
71	70	2014	NE
72	317	2014	NE
81	192	2014	NE
21	44	2014	NV
22	19	2014	NV
23	338	2014	NV
31	311	2014	NV
42	608	2014	NV
44	690	2014	NV
48	289	2014	NV
51	144	2014	NV
52	368	2014	NV
53	238	2014	NV
54	461	2014	NV
55	285	2014	NV
56	460	2014	NV
61	87	2014	NV
62	353	2014	NV
71	143	2014	NV
72	587	2014	NV
81	209	2014	NV
11	1	2014	NH
21	5	2014	NH
22	23	2014	NH
23	94	2014	NH
31	320	2014	NH
42	369	2014	NH
44	443	2014	NH
48	98	2014	NH
51	131	2014	NH
52	232	2014	NH
53	90	2014	NH
54	270	2014	NH
55	139	2014	NH
56	197	2014	NH
61	71	2014	NH
62	269	2014	NH
71	55	2014	NH
72	230	2014	NH
81	118	2014	NH
11	6	2014	NJ
21	16	2014	NJ
22	33	2014	NJ
23	453	2014	NJ
31	1155	2014	NJ
42	1588	2014	NJ
44	1118	2014	NJ
48	788	2014	NJ
51	339	2014	NJ
52	679	2014	NJ
53	329	2014	NJ
54	1485	2014	NJ
55	745	2014	NJ
56	959	2014	NJ
61	375	2014	NJ
62	1350	2014	NJ
71	291	2014	NJ
72	864	2014	NJ
81	527	2014	NJ
99	1	2014	NJ
11	1	2014	NM
21	149	2014	NM
22	27	2014	NM
23	169	2014	NM
31	159	2014	NM
42	397	2014	NM
44	471	2014	NM
48	172	2014	NM
51	101	2014	NM
52	227	2014	NM
53	137	2014	NM
54	300	2014	NM
55	141	2014	NM
56	218	2014	NM
61	68	2014	NM
62	385	2014	NM
71	51	2014	NM
72	388	2014	NM
81	160	2014	NM
11	13	2014	NY
21	41	2014	NY
22	53	2014	NY
23	1003	2014	NY
31	1846	2014	NY
42	2106	2014	NY
44	1973	2014	NY
48	992	2014	NY
51	884	2014	NY
52	1316	2014	NY
53	686	2014	NY
54	2341	2014	NY
55	1413	2014	NY
56	1740	2014	NY
61	1022	2014	NY
62	2946	2014	NY
71	628	2014	NY
72	2211	2014	NY
81	1111	2014	NY
11	21	2014	NC
21	30	2014	NC
22	51	2014	NC
23	615	2014	NC
31	1666	2014	NC
42	1432	2014	NC
44	1165	2014	NC
48	593	2014	NC
51	332	2014	NC
52	554	2014	NC
53	386	2014	NC
54	1131	2014	NC
55	819	2014	NC
56	915	2014	NC
61	294	2014	NC
62	1383	2014	NC
71	262	2014	NC
72	1151	2014	NC
81	546	2014	NC
11	3	2014	ND
21	127	2014	ND
22	19	2014	ND
23	116	2014	ND
31	140	2014	ND
42	336	2014	ND
44	304	2014	ND
48	145	2014	ND
51	66	2014	ND
52	123	2014	ND
53	76	2014	ND
54	159	2014	ND
55	73	2014	ND
56	103	2014	ND
61	34	2014	ND
62	173	2014	ND
71	33	2014	ND
72	190	2014	ND
81	79	2014	ND
11	11	2014	OH
21	84	2014	OH
22	35	2014	OH
23	589	2014	OH
31	2596	2014	OH
42	1815	2014	OH
44	1377	2014	OH
48	810	2014	OH
51	344	2014	OH
52	685	2014	OH
53	420	2014	OH
54	1306	2014	OH
55	1047	2014	OH
56	1121	2014	OH
61	399	2014	OH
62	1977	2014	OH
71	270	2014	OH
72	1396	2014	OH
81	733	2014	OH
11	8	2014	OK
21	252	2014	OK
22	51	2014	OK
23	283	2014	OK
31	627	2014	OK
42	752	2014	OK
44	684	2014	OK
48	341	2014	OK
51	160	2014	OK
52	375	2014	OK
53	214	2014	OK
54	431	2014	OK
55	364	2014	OK
56	443	2014	OK
61	94	2014	OK
62	733	2014	OK
71	103	2014	OK
72	538	2014	OK
81	297	2014	OK
11	56	2014	OR
21	12	2014	OR
22	29	2014	OR
23	253	2014	OR
31	755	2014	OR
42	863	2014	OR
44	752	2014	OR
48	352	2014	OR
51	227	2014	OR
52	399	2014	OR
53	235	2014	OR
54	572	2014	OR
55	397	2014	OR
56	439	2014	OR
61	147	2014	OR
62	649	2014	OR
71	115	2014	OR
72	520	2014	OR
81	280	2014	OR
11	14	2014	PA
21	164	2014	PA
22	64	2014	PA
23	719	2014	PA
31	2345	2014	PA
42	1817	2014	PA
44	1726	2014	PA
48	942	2014	PA
51	446	2014	PA
52	809	2014	PA
53	470	2014	PA
54	1586	2014	PA
55	1184	2014	PA
56	1160	2014	PA
61	594	2014	PA
62	2109	2014	PA
