naics	susb_statenaics_firms	yr	state
56	497	2005	KS
61	165	2005	KS
62	1052	2005	KS
71	173	2005	KS
72	1137	2005	KS
81	537	2005	KS
99	0	2005	KS
11	16	2005	KY
21	200	2005	KY
22	38	2005	KY
23	879	2005	KY
31	1487	2005	KY
42	1078	2005	KY
44	1549	2005	KY
48	530	2005	KY
51	251	2005	KY
52	543	2005	KY
53	240	2005	KY
54	717	2005	KY
55	388	2005	KY
56	557	2005	KY
61	216	2005	KY
62	1260	2005	KY
71	209	2005	KY
72	1545	2005	KY
81	713	2005	KY
99	1	2005	KY
11	43	2005	LA
21	326	2005	LA
22	40	2005	LA
23	1001	2005	LA
31	981	2005	LA
42	1183	2005	LA
44	1643	2005	LA
48	637	2005	LA
51	213	2005	LA
52	562	2005	LA
53	361	2005	LA
54	877	2005	LA
55	369	2005	LA
56	754	2005	LA
61	311	2005	LA
62	1503	2005	LA
71	213	2005	LA
72	1632	2005	LA
81	897	2005	LA
99	1	2005	LA
11	48	2005	ME
21	4	2005	ME
22	25	2005	ME
23	253	2005	ME
31	444	2005	ME
42	375	2005	ME
44	730	2005	ME
48	167	2005	ME
51	113	2005	ME
52	234	2005	ME
53	94	2005	ME
54	282	2005	ME
55	132	2005	ME
56	233	2005	ME
61	88	2005	ME
62	590	2005	ME
71	84	2005	ME
72	561	2005	ME
81	193	2005	ME
99	0	2005	ME
11	10	2005	MD
21	33	2005	MD
22	24	2005	MD
23	1856	2005	MD
31	1081	2005	MD
42	1355	2005	MD
44	1823	2005	MD
48	628	2005	MD
51	413	2005	MD
52	746	2005	MD
53	480	2005	MD
54	1970	2005	MD
55	522	2005	MD
56	1232	2005	MD
61	460	2005	MD
62	1610	2005	MD
71	353	2005	MD
72	1874	2005	MD
81	1211	2005	MD
99	1	2005	MD
11	7	2005	MA
21	31	2005	MA
22	36	2005	MA
23	1211	2005	MA
31	2438	2005	MA
42	1925	2005	MA
44	2223	2005	MA
48	673	2005	MA
51	641	2005	MA
52	1027	2005	MA
53	461	2005	MA
54	2205	2005	MA
55	658	2005	MA
56	1254	2005	MA
61	638	2005	MA
62	2094	2005	MA
71	486	2005	MA
72	2381	2005	MA
81	1151	2005	MA
99	7	2005	MA
11	28	2005	MI
21	76	2005	MI
22	43	2005	MI
23	1574	2005	MI
31	4086	2005	MI
42	2248	2005	MI
44	2862	2005	MI
48	815	2005	MI
51	498	2005	MI
52	1018	2005	MI
53	566	2005	MI
54	2101	2005	MI
55	922	2005	MI
56	2124	2005	MI
61	423	2005	MI
62	2605	2005	MI
71	515	2005	MI
72	3196	2005	MI
81	1668	2005	MI
99	7	2005	MI
11	29	2005	MN
21	28	2005	MN
22	61	2005	MN
23	1110	2005	MN
31	2326	2005	MN
42	1806	2005	MN
44	2146	2005	MN
48	637	2005	MN
51	470	2005	MN
52	878	2005	MN
53	405	2005	MN
54	1315	2005	MN
55	665	2005	MN
56	907	2005	MN
61	411	2005	MN
62	1786	2005	MN
71	327	2005	MN
72	2219	2005	MN
81	1254	2005	MN
99	1	2005	MN
11	50	2005	MS
21	86	2005	MS
22	45	2005	MS
23	506	2005	MS
31	948	2005	MS
42	687	2005	MS
44	1075	2005	MS
48	377	2005	MS
51	132	2005	MS
52	332	2005	MS
53	136	2005	MS
54	390	2005	MS
55	204	2005	MS
56	342	2005	MS
61	168	2005	MS
62	689	2005	MS
71	96	2005	MS
72	902	2005	MS
81	421	2005	MS
99	0	2005	MS
11	20	2005	MO
21	53	2005	MO
22	67	2005	MO
23	1450	2005	MO
31	1964	2005	MO
42	1748	2005	MO
44	2241	2005	MO
48	726	2005	MO
51	386	2005	MO
52	909	2005	MO
53	441	2005	MO
54	1246	2005	MO
55	687	2005	MO
56	962	2005	MO
61	373	2005	MO
62	1911	2005	MO
71	332	2005	MO
72	2326	2005	MO
81	1229	2005	MO
99	5	2005	MO
11	14	2005	MT
21	65	2005	MT
22	29	2005	MT
23	197	2005	MT
31	214	2005	MT
42	306	2005	MT
44	558	2005	MT
48	146	2005	MT
51	77	2005	MT
52	178	2005	MT
53	64	2005	MT
54	213	2005	MT
55	90	2005	MT
56	130	2005	MT
61	50	2005	MT
62	327	2005	MT
71	124	2005	MT
72	582	2005	MT
81	156	2005	MT
99	1	2005	MT
11	15	2005	NE
21	22	2005	NE
22	18	2005	NE
23	460	2005	NE
31	580	2005	NE
42	720	2005	NE
44	897	2005	NE
48	283	2005	NE
51	167	2005	NE
52	374	2005	NE
53	152	2005	NE
54	406	2005	NE
55	226	2005	NE
56	325	2005	NE
61	121	2005	NE
62	654	2005	NE
71	130	2005	NE
72	757	2005	NE
81	409	2005	NE
99	0	2005	NE
11	4	2005	NV
21	58	2005	NV
22	21	2005	NV
23	1146	2005	NV
31	512	2005	NV
42	736	2005	NV
44	1086	2005	NV
48	358	2005	NV
51	159	2005	NV
52	515	2005	NV
53	325	2005	NV
54	657	2005	NV
55	309	2005	NV
56	704	2005	NV
61	93	2005	NV
62	590	2005	NV
71	247	2005	NV
72	921	2005	NV
81	380	2005	NV
99	6	2005	NV
11	7	2005	NH
21	4	2005	NH
22	19	2005	NH
23	307	2005	NH
31	652	2005	NH
42	486	2005	NH
44	860	2005	NH
48	137	2005	NH
51	143	2005	NH
52	276	2005	NH
53	119	2005	NH
54	391	2005	NH
55	120	2005	NH
56	258	2005	NH
61	124	2005	NH
62	454	2005	NH
71	115	2005	NH
72	638	2005	NH
81	235	2005	NH
99	0	2005	NH
11	4	2005	NJ
21	32	2005	NJ
22	39	2005	NJ
23	1620	2005	NJ
31	2776	2005	NJ
42	2913	2005	NJ
44	2494	2005	NJ
48	1283	2005	NJ
51	536	2005	NJ
52	1066	2005	NJ
53	580	2005	NJ
54	2625	2005	NJ
55	829	2005	NJ
56	1665	2005	NJ
61	694	2005	NJ
62	2704	2005	NJ
71	519	2005	NJ
72	2238	2005	NJ
81	1488	2005	NJ
99	0	2005	NJ
11	5	2005	NM
21	199	2005	NM
22	27	2005	NM
23	605	2005	NM
31	306	2005	NM
42	511	2005	NM
44	816	2005	NM
48	222	2005	NM
51	138	2005	NM
52	307	2005	NM
53	140	2005	NM
54	434	2005	NM
55	155	2005	NM
56	292	2005	NM
61	118	2005	NM
62	607	2005	NM
71	107	2005	NM
72	911	2005	NM
81	322	2005	NM
99	0	2005	NM
11	34	2005	NY
21	59	2005	NY
22	62	2005	NY
23	3021	2005	NY
31	4803	2005	NY
42	4424	2005	NY
44	4739	2005	NY
48	1665	2005	NY
51	1412	2005	NY
52	2179	2005	NY
53	1465	2005	NY
54	4367	2005	NY
55	1368	2005	NY
56	2888	2005	NY
61	1629	2005	NY
62	5351	2005	NY
71	1145	2005	NY
72	5047	2005	NY
81	3028	2005	NY
99	5	2005	NY
11	52	2005	NC
21	37	2005	NC
22	56	2005	NC
23	2157	2005	NC
31	3119	2005	NC
42	2220	2005	NC
44	2571	2005	NC
48	894	2005	NC
51	413	2005	NC
52	781	2005	NC
53	508	2005	NC
54	1690	2005	NC
55	794	2005	NC
56	1363	2005	NC
61	426	2005	NC
62	2761	2005	NC
71	534	2005	NC
72	2989	2005	NC
81	1426	2005	NC
99	4	2005	NC
11	9	2005	ND
21	56	2005	ND
22	24	2005	ND
23	169	2005	ND
31	196	2005	ND
42	358	2005	ND
44	510	2005	ND
48	127	2005	ND
51	81	2005	ND
52	152	2005	ND
53	66	2005	ND
54	129	2005	ND
55	73	2005	ND
56	112	2005	ND
61	47	2005	ND
62	255	2005	ND
71	46	2005	ND
72	363	2005	ND
81	167	2005	ND
99	0	2005	ND
11	22	2005	OH
21	133	2005	OH
22	72	2005	OH
23	2152	2005	OH
31	5221	2005	OH
42	3024	2005	OH
44	3424	2005	OH
48	1263	2005	OH
51	535	2005	OH
52	1167	2005	OH
53	695	2005	OH
54	2287	2005	OH
55	1165	2005	OH
56	1916	2005	OH
61	739	2005	OH
62	3664	2005	OH
71	634	2005	OH
72	3761	2005	OH
81	2244	2005	OH
99	3	2005	OH
11	11	2005	OK
21	300	2005	OK
22	55	2005	OK
23	661	2005	OK
31	1047	2005	OK
42	1013	2005	OK
44	1173	2005	OK
48	412	2005	OK
51	205	2005	OK
52	521	2005	OK
53	237	2005	OK
54	620	2005	OK
55	360	2005	OK
56	577	2005	OK
61	145	2005	OK
62	1160	2005	OK
71	159	2005	OK
72	1185	2005	OK
81	672	2005	OK
99	0	2005	OK
11	170	2005	OR
21	31	2005	OR
22	34	2005	OR
23	878	2005	OR
31	1415	2005	OR
42	1263	2005	OR
44	1455	2005	OR
48	494	2005	OR
51	265	2005	OR
52	526	2005	OR
53	330	2005	OR
54	848	2005	OR
55	398	2005	OR
56	645	2005	OR
61	221	2005	OR
62	1068	2005	OR
71	236	2005	OR
72	1512	2005	OR
81	630	2005	OR
99	1	2005	OR
11	20	2005	PA
21	173	2005	PA
22	82	2005	PA
23	2367	2005	PA
31	4840	2005	PA
42	3003	2005	PA
44	4074	2005	PA
48	1376	2005	PA
51	691	2005	PA
52	1250	2005	PA
53	754	2005	PA
54	2797	2005	PA
55	1151	2005	PA
56	1936	2005	PA
61	927	2005	PA
62	4059	2005	PA
71	746	2005	PA
72	3673	2005	PA
81	2341	2005	PA
99	1	2005	PA
11	1	2005	RI
21	3	2005	RI
22	9	2005	RI
23	188	2005	RI
31	541	2005	RI
42	369	2005	RI
44	508	2005	RI
48	112	2005	RI
51	91	2005	RI
52	237	2005	RI
53	99	2005	RI
54	279	2005	RI
55	88	2005	RI
56	243	2005	RI
61	102	2005	RI
62	492	2005	RI
71	77	2005	RI
72	526	2005	RI
81	208	2005	RI
99	0	2005	RI
11	44	2005	SC
21	24	2005	SC
22	35	2005	SC
23	1048	2005	SC
31	1431	2005	SC
42	1021	2005	SC
44	1390	2005	SC
48	500	2005	SC
51	202	2005	SC
52	456	2005	SC
53	299	2005	SC
54	763	2005	SC
55	365	2005	SC
56	733	2005	SC
61	204	2005	SC
62	1107	2005	SC
71	291	2005	SC
72	1747	2005	SC
81	859	2005	SC
99	2	2005	SC
11	2	2005	SD
21	18	2005	SD
22	30	2005	SD
23	166	2005	SD
31	286	2005	SD
42	333	2005	SD
44	526	2005	SD
48	122	2005	SD
51	98	2005	SD
52	177	2005	SD
53	74	2005	SD
54	124	2005	SD
55	111	2005	SD
56	117	2005	SD
61	59	2005	SD
62	319	2005	SD
71	69	2005	SD
72	459	2005	SD
81	154	2005	SD
99	1	2005	SD
11	13	2005	TN
21	50	2005	TN
22	43	2005	TN
23	1240	2005	TN
31	2179	2005	TN
42	1639	2005	TN
44	1968	2005	TN
48	808	2005	TN
51	378	2005	TN
52	769	2005	TN
53	390	2005	TN
54	1089	2005	TN
55	611	2005	TN
56	1040	2005	TN
61	277	2005	TN
62	1637	2005	TN
71	300	2005	TN
72	1949	2005	TN
81	1157	2005	TN
99	1	2005	TN
11	69	2005	TX
21	816	2005	TX
22	178	2005	TX
23	4561	2005	TX
31	5315	2005	TX
42	4808	2005	TX
44	4679	2005	TX
48	2151	2005	TX
51	1057	2005	TX
52	2129	2005	TX
53	1315	2005	TX
54	4264	2005	TX
55	1928	2005	TX
56	3477	2005	TX
61	1009	2005	TX
62	5459	2005	TX
71	874	2005	TX
72	6545	2005	TX
81	3923	2005	TX
99	3	2005	TX
11	3	2005	UT
21	104	2005	UT
22	16	2005	UT
23	727	2005	UT
31	890	2005	UT
42	854	2005	UT
44	982	2005	UT
48	333	2005	UT
51	264	2005	UT
52	401	2005	UT
53	201	2005	UT
54	730	2005	UT
55	245	2005	UT
56	474	2005	UT
61	127	2005	UT
62	554	2005	UT
71	142	2005	UT
72	932	2005	UT
81	306	2005	UT
99	0	2005	UT
11	1	2005	VT
21	9	2005	VT
22	10	2005	VT
23	129	2005	VT
31	288	2005	VT
42	236	2005	VT
44	494	2005	VT
48	96	2005	VT
51	89	2005	VT
52	132	2005	VT
53	57	2005	VT
54	153	2005	VT
55	71	2005	VT
56	105	2005	VT
61	87	2005	VT
62	251	2005	VT
71	47	2005	VT
72	361	2005	VT
81	113	2005	VT
99	0	2005	VT
11	28	2005	VA
21	110	2005	VA
22	52	2005	VA
23	2290	2005	VA
31	1710	2005	VA
42	1562	2005	VA
44	2413	2005	VA
48	816	2005	VA
51	591	2005	VA
52	849	2005	VA
53	549	2005	VA
54	2629	2005	VA
55	671	2005	VA
56	1509	2005	VA
61	473	2005	VA
62	2043	2005	VA
71	461	2005	VA
72	2370	2005	VA
81	1632	2005	VA
99	4	2005	VA
11	139	2005	WA
21	43	2005	WA
22	29	2005	WA
23	1632	2005	WA
31	1869	2005	WA
42	1843	2005	WA
44	2124	2005	WA
48	781	2005	WA
51	503	2005	WA
52	760	2005	WA
53	490	2005	WA
54	1509	2005	WA
55	580	2005	WA
56	945	2005	WA
61	380	2005	WA
62	1792	2005	WA
71	485	2005	WA
72	2143	2005	WA
81	1081	2005	WA
99	2	2005	WA
11	11	2005	WV
21	157	2005	WV
22	25	2005	WV
23	320	2005	WV
31	466	2005	WV
42	425	2005	WV
44	795	2005	WV
48	217	2005	WV
51	98	2005	WV
52	212	2005	WV
53	120	2005	WV
54	310	2005	WV
55	145	2005	WV
56	236	2005	WV
61	66	2005	WV
62	644	2005	WV
71	75	2005	WV
72	583	2005	WV
81	257	2005	WV
99	1	2005	WV
11	24	2005	WI
21	45	2005	WI
22	43	2005	WI
23	1121	2005	WI
31	3147	2005	WI
42	1598	2005	WI
44	2307	2005	WI
48	848	2005	WI
51	366	2005	WI
52	811	2005	WI
53	311	2005	WI
54	1077	2005	WI
55	554	2005	WI
56	876	2005	WI
61	370	2005	WI
62	1708	2005	WI
71	405	2005	WI
72	2483	2005	WI
81	1149	2005	WI
99	3	2005	WI
11	2	2005	WY
21	172	2005	WY
22	22	2005	WY
23	167	2005	WY
31	126	2005	WY
42	201	2005	WY
44	389	2005	WY
48	119	2005	WY
51	75	2005	WY
52	119	2005	WY
53	59	2005	WY
54	107	2005	WY
55	60	2005	WY
56	84	2005	WY
61	20	2005	WY
62	215	2005	WY
71	34	2005	WY
72	363	2005	WY
81	93	2005	WY
99	2	2005	WY
11	68	2006	AL
21	106	2006	AL
22	33	2006	AL
23	1202	2006	AL
31	1624	2006	AL
42	1221	2006	AL
44	1610	2006	AL
48	565	2006	AL
51	231	2006	AL
52	510	2006	AL
53	270	2006	AL
54	901	2006	AL
55	403	2006	AL
56	693	2006	AL
61	200	2006	AL
62	1277	2006	AL
71	192	2006	AL
72	1375	2006	AL
81	894	2006	AL
99	0	2006	AL
11	11	2006	AK
21	38	2006	AK
22	19	2006	AK
23	171	2006	AK
31	79	2006	AK
42	193	2006	AK
44	316	2006	AK
48	150	2006	AK
51	61	2006	AK
52	102	2006	AK
53	64	2006	AK
54	199	2006	AK
55	82	2006	AK
56	132	2006	AK
61	36	2006	AK
62	224	2006	AK
71	50	2006	AK
72	260	2006	AK
81	124	2006	AK
99	1	2006	AK
11	17	2006	AZ
21	57	2006	AZ
22	33	2006	AZ
23	2448	2006	AZ
31	1375	2006	AZ
42	1448	2006	AZ
44	1660	2006	AZ
48	583	2006	AZ
51	346	2006	AZ
52	788	2006	AZ
53	524	2006	AZ
54	1339	2006	AZ
55	511	2006	AZ
56	1345	2006	AZ
61	400	2006	AZ
62	1439	2006	AZ
71	336	2006	AZ
72	2160	2006	AZ
81	947	2006	AZ
99	1	2006	AZ
11	54	2006	AR
21	79	2006	AR
22	34	2006	AR
23	585	2006	AR
31	966	2006	AR
42	831	2006	AR
44	1016	2006	AR
48	362	2006	AR
51	147	2006	AR
52	349	2006	AR
53	176	2006	AR
54	375	2006	AR
55	275	2006	AR
56	400	2006	AR
61	117	2006	AR
62	834	2006	AR
71	108	2006	AR
72	1037	2006	AR
81	475	2006	AR
99	0	2006	AR
11	266	2006	CA
21	190	2006	CA
22	81	2006	CA
23	9220	2006	CA
31	11453	2006	CA
42	8453	2006	CA
44	8091	2006	CA
48	2978	2006	CA
51	2159	2006	CA
52	3052	2006	CA
53	2527	2006	CA
54	8508	2006	CA
55	2612	2006	CA
56	5648	2006	CA
61	2249	2006	CA
62	7650	2006	CA
71	1934	2006	CA
72	11072	2006	CA
81	5393	2006	CA
99	11	2006	CA
11	17	2006	CO
21	203	2006	CO
22	48	2006	CO
23	1663	2006	CO
31	1165	2006	CO
42	1486	2006	CO
44	1590	2006	CO
48	534	2006	CO
51	464	2006	CO
52	775	2006	CO
53	499	2006	CO
54	1643	2006	CO
55	546	2006	CO
56	1066	2006	CO
61	313	2006	CO
62	1356	2006	CO
71	327	2006	CO
72	2210	2006	CO
81	943	2006	CO
99	2	2006	CO
11	2	2006	CT
21	15	2006	CT
22	32	2006	CT
23	680	2006	CT
31	1482	2006	CT
42	1059	2006	CT
44	1413	2006	CT
48	379	2006	CT
51	326	2006	CT
52	652	2006	CT
53	262	2006	CT
54	980	2006	CT
55	425	2006	CT
56	720	2006	CT
61	288	2006	CT
62	1422	2006	CT
71	280	2006	CT
72	1225	2006	CT
81	647	2006	CT
99	1	2006	CT
11	2	2006	DE
21	4	2006	DE
22	13	2006	DE
23	314	2006	DE
31	210	2006	DE
42	285	2006	DE
44	607	2006	DE
48	146	2006	DE
51	80	2006	DE
52	321	2006	DE
53	181	2006	DE
54	351	2006	DE
55	553	2006	DE
56	252	2006	DE
61	77	2006	DE
62	369	2006	DE
71	65	2006	DE
72	375	2006	DE
81	231	2006	DE
99	1	2006	DE
11	0	2006	DC
21	3	2006	DC
22	21	2006	DC
23	79	2006	DC
31	24	2006	DC
42	131	2006	DC
44	292	2006	DC
48	66	2006	DC
51	211	2006	DC
52	246	2006	DC
53	147	2006	DC
54	960	2006	DC
55	158	2006	DC
56	325	2006	DC
61	167	2006	DC
62	359	2006	DC
71	62	2006	DC
72	447	2006	DC
81	785	2006	DC
99	0	2006	DC
11	102	2006	FL
21	66	2006	FL
22	74	2006	FL
23	5420	2006	FL
31	2927	2006	FL
42	3495	2006	FL
44	3876	2006	FL
48	1275	2006	FL
51	770	2006	FL
52	1716	2006	FL
53	1140	2006	FL
54	3816	2006	FL
55	1194	2006	FL
56	2946	2006	FL
61	956	2006	FL
62	4020	2006	FL
71	1037	2006	FL
72	5389	2006	FL
81	2813	2006	FL
99	6	2006	FL
11	106	2006	GA
21	50	2006	GA
22	65	2006	GA
23	2202	2006	GA
31	2553	2006	GA
42	2749	2006	GA
44	2423	2006	GA
48	1089	2006	GA
51	588	2006	GA
52	1174	2006	GA
53	650	2006	GA
54	2248	2006	GA
55	922	2006	GA
56	1662	2006	GA
61	445	2006	GA
62	2339	2006	GA
71	396	2006	GA
72	3174	2006	GA
81	1649	2006	GA
99	4	2006	GA
11	6	2006	HI
21	4	2006	HI
22	11	2006	HI
23	385	2006	HI
31	190	2006	HI
42	361	2006	HI
44	559	2006	HI
48	230	2006	HI
51	93	2006	HI
52	196	2006	HI
53	166	2006	HI
54	355	2006	HI
55	158	2006	HI
56	329	2006	HI
61	125	2006	HI
62	298	2006	HI
71	127	2006	HI
72	742	2006	HI
81	288	2006	HI
99	0	2006	HI
11	42	2006	ID
21	33	2006	ID
22	24	2006	ID
23	459	2006	ID
31	422	2006	ID
42	520	2006	ID
44	751	2006	ID
48	212	2006	ID
51	133	2006	ID
52	239	2006	ID
53	105	2006	ID
54	328	2006	ID
55	151	2006	ID
56	272	2006	ID
61	68	2006	ID
62	556	2006	ID
71	93	2006	ID
72	631	2006	ID
81	219	2006	ID
99	1	2006	ID
11	17	2006	IL
21	98	2006	IL
22	67	2006	IL
23	2538	2006	IL
31	4890	2006	IL
42	3840	2006	IL
44	3705	2006	IL
48	1512	2006	IL
51	801	2006	IL
52	1913	2006	IL
53	839	2006	IL
54	3132	2006	IL
55	1243	2006	IL
56	2288	2006	IL
61	841	2006	IL
62	3490	2006	IL
71	714	2006	IL
72	4259	2006	IL
81	2502	2006	IL
99	2	2006	IL
11	14	2006	IN
21	70	2006	IN
22	71	2006	IN
23	1389	2006	IN
31	3163	2006	IN
42	1748	2006	IN
44	2184	2006	IN
48	869	2006	IN
51	340	2006	IN
52	744	2006	IN
53	429	2006	IN
54	1119	2006	IN
55	602	2006	IN
56	988	2006	IN
61	303	2006	IN
62	1789	2006	IN
71	351	2006	IN
72	2271	2006	IN
81	1308	2006	IN
99	3	2006	IN
11	22	2006	IA
21	33	2006	IA
22	44	2006	IA
23	670	2006	IA
31	1205	2006	IA
42	1099	2006	IA
44	1317	2006	IA
48	447	2006	IA
51	230	2006	IA
52	546	2006	IA
53	202	2006	IA
54	507	2006	IA
55	330	2006	IA
56	464	2006	IA
61	159	2006	IA
62	1182	2006	IA
71	194	2006	IA
72	1323	2006	IA
81	515	2006	IA
99	1	2006	IA
11	8	2006	KS
21	141	2006	KS
22	35	2006	KS
23	714	2006	KS
31	1044	2006	KS
42	1060	2006	KS
44	1199	2006	KS
48	387	2006	KS
51	259	2006	KS
52	594	2006	KS
53	224	2006	KS
54	674	2006	KS
55	349	2006	KS
56	528	2006	KS
61	164	2006	KS
62	1110	2006	KS
71	174	2006	KS
72	1158	2006	KS
81	541	2006	KS
99	0	2006	KS
11	18	2006	KY
21	212	2006	KY
22	41	2006	KY
23	901	2006	KY
31	1495	2006	KY
42	1095	2006	KY
44	1578	2006	KY
48	520	2006	KY
51	251	2006	KY
52	547	2006	KY
53	248	2006	KY
54	737	2006	KY
55	394	2006	KY
56	589	2006	KY
61	211	2006	KY
62	1288	2006	KY
71	217	2006	KY
72	1551	2006	KY
81	726	2006	KY
99	1	2006	KY
11	49	2006	LA
21	336	2006	LA
22	42	2006	LA
23	1061	2006	LA
31	973	2006	LA
42	1185	2006	LA
44	1624	2006	LA
48	629	2006	LA
51	213	2006	LA
52	561	2006	LA
53	364	2006	LA
54	888	2006	LA
55	378	2006	LA
56	763	2006	LA
61	286	2006	LA
62	1445	2006	LA
71	202	2006	LA
72	1575	2006	LA
81	843	2006	LA
99	0	2006	LA
11	52	2006	ME
21	5	2006	ME
22	23	2006	ME
23	271	2006	ME
31	445	2006	ME
42	375	2006	ME
44	729	2006	ME
48	172	2006	ME
51	115	2006	ME
52	236	2006	ME
53	102	2006	ME
54	310	2006	ME
55	134	2006	ME
56	243	2006	ME
61	94	2006	ME
62	590	2006	ME
71	81	2006	ME
72	581	2006	ME
81	190	2006	ME
99	0	2006	ME
11	6	2006	MD
21	32	2006	MD
22	23	2006	MD
23	1984	2006	MD
31	1053	2006	MD
42	1360	2006	MD
44	1813	2006	MD
48	652	2006	MD
51	412	2006	MD
52	775	2006	MD
53	498	2006	MD
54	2085	2006	MD
55	529	2006	MD
56	1302	2006	MD
61	477	2006	MD
62	1685	2006	MD
71	358	2006	MD
72	1922	2006	MD
81	1228	2006	MD
99	6	2006	MD
11	5	2006	MA
21	29	2006	MA
22	40	2006	MA
23	1324	2006	MA
31	2369	2006	MA
42	1915	2006	MA
44	2201	2006	MA
48	670	2006	MA
51	623	2006	MA
52	1062	2006	MA
53	479	2006	MA
54	2197	2006	MA
55	663	2006	MA
56	1251	2006	MA
61	650	2006	MA
62	2115	2006	MA
71	501	2006	MA
72	2392	2006	MA
81	1132	2006	MA
99	7	2006	MA
11	32	2006	MI
21	81	2006	MI
22	41	2006	MI
23	1495	2006	MI
31	4028	2006	MI
42	2277	2006	MI
44	2804	2006	MI
48	833	2006	MI
51	479	2006	MI
52	1035	2006	MI
53	576	2006	MI
54	2165	2006	MI
55	919	2006	MI
56	2121	2006	MI
61	422	2006	MI
62	2674	2006	MI
71	516	2006	MI
72	3281	2006	MI
81	1685	2006	MI
99	10	2006	MI
11	28	2006	MN
21	29	2006	MN
22	59	2006	MN
23	1122	2006	MN
31	2319	2006	MN
42	1818	2006	MN
44	2146	2006	MN
48	663	2006	MN
51	443	2006	MN
52	867	2006	MN
53	413	2006	MN
54	1374	2006	MN
55	681	2006	MN
56	928	2006	MN
61	425	2006	MN
62	1865	2006	MN
71	342	2006	MN
72	2268	2006	MN
81	1289	2006	MN
99	1	2006	MN
11	47	2006	MS
21	81	2006	MS
22	48	2006	MS
23	531	2006	MS
31	927	2006	MS
42	718	2006	MS
44	1092	2006	MS
48	363	2006	MS
51	127	2006	MS
52	332	2006	MS
53	151	2006	MS
54	405	2006	MS
55	208	2006	MS
56	353	2006	MS
61	162	2006	MS
62	711	2006	MS
71	90	2006	MS
72	910	2006	MS
81	430	2006	MS
99	1	2006	MS
11	20	2006	MO
21	58	2006	MO
22	65	2006	MO
23	1495	2006	MO
31	1990	2006	MO
42	1777	2006	MO
44	2218	2006	MO
48	729	2006	MO
51	378	2006	MO
52	884	2006	MO
53	475	2006	MO
54	1286	2006	MO
55	697	2006	MO
56	998	2006	MO
61	386	2006	MO
62	1945	2006	MO
71	343	2006	MO
72	2396	2006	MO
81	1222	2006	MO
99	1	2006	MO
11	17	2006	MT
21	69	2006	MT
22	29	2006	MT
23	230	2006	MT
31	218	2006	MT
42	311	2006	MT
44	557	2006	MT
48	143	2006	MT
51	84	2006	MT
52	192	2006	MT
53	69	2006	MT
54	226	2006	MT
55	95	2006	MT
56	139	2006	MT
61	53	2006	MT
62	351	2006	MT
71	128	2006	MT
72	609	2006	MT
81	148	2006	MT
99	1	2006	MT
11	15	2006	NE
21	18	2006	NE
22	18	2006	NE
23	459	2006	NE
31	579	2006	NE
42	724	2006	NE
44	910	2006	NE
48	293	2006	NE
51	172	2006	NE
52	382	2006	NE
53	158	2006	NE
54	431	2006	NE
55	234	2006	NE
56	336	2006	NE
61	120	2006	NE
62	673	2006	NE
71	131	2006	NE
72	798	2006	NE
81	419	2006	NE
99	0	2006	NE
11	3	2006	NV
21	68	2006	NV
22	18	2006	NV
23	1243	2006	NV
31	531	2006	NV
42	766	2006	NV
44	1117	2006	NV
48	376	2006	NV
51	166	2006	NV
52	534	2006	NV
53	311	2006	NV
54	728	2006	NV
55	306	2006	NV
56	730	2006	NV
61	106	2006	NV
62	606	2006	NV
71	251	2006	NV
72	1023	2006	NV
81	400	2006	NV
99	0	2006	NV
11	7	2006	NH
21	6	2006	NH
22	19	2006	NH
23	316	2006	NH
31	655	2006	NH
42	494	2006	NH
44	844	2006	NH
48	143	2006	NH
51	147	2006	NH
52	284	2006	NH
53	124	2006	NH
54	402	2006	NH
55	129	2006	NH
56	279	2006	NH
61	128	2006	NH
62	477	2006	NH
71	122	2006	NH
72	677	2006	NH
81	237	2006	NH
99	0	2006	NH
11	9	2006	NJ
21	32	2006	NJ
22	36	2006	NJ
23	1656	2006	NJ
31	2703	2006	NJ
42	2944	2006	NJ
44	2495	2006	NJ
48	1320	2006	NJ
51	543	2006	NJ
52	1094	2006	NJ
53	567	2006	NJ
54	2642	2006	NJ
55	842	2006	NJ
56	1732	2006	NJ
61	725	2006	NJ
62	2845	2006	NJ
71	528	2006	NJ
72	2304	2006	NJ
81	1556	2006	NJ
99	0	2006	NJ
11	7	2006	NM
21	223	2006	NM
22	27	2006	NM
23	630	2006	NM
31	324	2006	NM
42	523	2006	NM
44	845	2006	NM
48	224	2006	NM
51	140	2006	NM
52	306	2006	NM
53	151	2006	NM
54	457	2006	NM
55	165	2006	NM
56	315	2006	NM
61	118	2006	NM
62	625	2006	NM
71	115	2006	NM
72	944	2006	NM
81	356	2006	NM
99	1	2006	NM
11	30	2006	NY
21	67	2006	NY
22	63	2006	NY
23	3132	2006	NY
31	4698	2006	NY
42	4443	2006	NY
44	4669	2006	NY
48	1718	2006	NY
51	1380	2006	NY
52	2217	2006	NY
53	1520	2006	NY
54	4515	2006	NY
55	1397	2006	NY
56	2980	2006	NY
61	1666	2006	NY
62	5443	2006	NY
71	1183	2006	NY
72	5173	2006	NY
81	3074	2006	NY
99	5	2006	NY
11	49	2006	NC
21	32	2006	NC
22	59	2006	NC
23	2375	2006	NC
31	3096	2006	NC
42	2251	2006	NC
44	2624	2006	NC
